"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","education_level","household_size","monthly_income_bdt","land_ownership","climate_shocks_experienced","crop_loss_last3yrs","livelihood_disrupted","years_in_programme","attended_climate_training","adaptation_practices_score_baseline","adaptation_practices_score_endline","resilience_index_baseline","resilience_index_endline","access_early_warning_baseline","access_early_warning_endline","women_decision_making_baseline","women_decision_making_endline","livelihood_sources_baseline","livelihood_sources_endline","wcrc_functionality","satisfaction_score","savings_monthly_bdt","food_security","climate_knowledge_score"
"COR-0199",2024-10-01,"Bandarban","Rowangchhari","Women's Climate Resilience Committee (WCRC)",49,"Female","Murung","Secondary (Class 6-10)",5,12511,"Yes","Multiple","No","Yes",3,"Yes",4,6,34,50,"No","Yes","Sometimes","Sometimes",2,4,4,5,3277,"Food Secure",13
"COR-0200",2024-11-11,"Bandarban","Rowangchhari","Women's Climate Resilience Committee (WCRC)",25,"Female","Marma","Primary (Class 1-5)",4,12978,"No","Multiple","No","Yes",3,"Yes",1,2,47,55,"No","Yes","Never","Never",1,2,4,4,1848,"Food Secure",13
"COR-0201",2024-11-19,"Bandarban","Thanchi","Youth Group",23,"Female","Bawm","Graduate and above",5,3921,"Yes","None","No","Yes",4,"Yes",2,5,51,60,"Yes","No","Always","Often",2,2,NA,2,1451,"Food Secure",16
"COR-0202",2024-11-17,"Rangamati","Baghaichhari","Community Stakeholder",42,"Male","Khumi","No formal education",5,10974,"No","Landslide","Yes","Yes",2,"Yes",3,3,25,33,"No","Yes","Rarely","Rarely",2,3,NA,4,2517,"Food Secure",15
"COR-0203",2024-11-25,"Khagrachari","Dighinala","Village Women Group (VWG)",37,"Female","Marma","Primary (Class 1-5)",6,13395,"Yes","Erratic Rainfall","Yes","No",1,"Yes",4,5,34,36,"Yes","No","Often","Always",3,3,NA,4,0,"Food Secure",13
"COR-0204",2024-11-17,"Rangamati","Kaptai","Women's Climate Resilience Committee (WCRC)",36,"Female","Marma","SSC/Equivalent",4,3791,"No","Flash Flood","Yes","No",3,"Yes",4,5,38,51,"No","Yes","Sometimes","Always",1,2,4,4,767,"Food Secure",11
"COR-0205",2024-09-10,"Bandarban","Ruma","Village Women Group (VWG)",30,"Female","Bengali","No formal education",5,10433,"No","Flash Flood","Yes","No",2,"No",5,7,61,67,"Yes","Yes","Sometimes","Often",3,3,NA,4,0,"Food Secure",17
"COR-0206",2024-10-21,"Rangamati","Baghaichhari","Village Women Group (VWG)",39,"Female","Marma","SSC/Equivalent",6,17917,"Yes","Flash Flood","Yes","Yes",2,"Yes",6,7,40,46,"No","Yes","Rarely","Often",1,2,NA,2,1528,"Moderately Food Insecure",13
"COR-0207",2024-10-24,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",39,"Female","Tanchangya","SSC/Equivalent",5,9988,"Yes","Erratic Rainfall","Yes","Yes",3,"Yes",2,4,55,64,"No","Yes","Often","Sometimes",3,3,3,2,0,"Food Secure",15
"COR-0208",2024-11-15,"Khagrachari","Mahalchhari","Village Women Group (VWG)",52,"Female","Chakma","No formal education",3,11608,"Yes","Flash Flood","Yes","No",1,"Yes",3,4,56,57,"Yes","Yes","Often","Never",1,1,NA,2,0,"Food Secure",16
"COR-0209",2024-09-23,"Rangamati","Rajasthali","Community Stakeholder",41,"Male","Marma","Secondary (Class 6-10)",6,12624,"No","Landslide","Yes","No",3,"Yes",4,6,38,48,"No","No","Rarely","Never",1,2,NA,5,0,"Food Secure",5
"COR-0210",2024-09-27,"Bandarban","Ruma","Youth Group",18,"Female","Chakma","Primary (Class 1-5)",5,11364,"No","Landslide","No","Yes",3,"Yes",2,6,33,38,"No","Yes","Rarely","Often",3,2,NA,4,2621,"Food Secure",17
"COR-0211",2024-10-29,"Khagrachari","Dighinala","Women's Climate Resilience Committee (WCRC)",36,"Female","Chakma","No formal education",4,13871,"Yes","Flash Flood","Yes","Yes",2,"No",6,6,32,45,"No","No","Never","Sometimes",2,3,3,4,1794,"Mildly Food Insecure",11
"COR-0212",2024-11-07,"Bandarban","Bandarban Sadar","Youth Group",24,"Female","Bawm","No formal education",5,5572,"Yes","Multiple","Yes","Yes",3,"Yes",3,4,22,42,"No","No","Sometimes","Always",4,2,NA,5,1512,"Food Secure",19
"COR-0213",2024-10-08,"Khagrachari","Mahalchhari","Village Women Group (VWG)",29,"Female","Bawm","Graduate and above",7,19147,"Yes","Landslide","Yes","Yes",3,"Yes",4,7,24,34,"No","No","Never","Sometimes",3,4,NA,4,2081,"Food Secure",15
"COR-0214",2024-11-28,"Khagrachari","Lakshmichhari","Village Women Group (VWG)",39,"Female","Tripura","SSC/Equivalent",2,10541,"No","Flash Flood","No","Yes",2,"Yes",4,6,12,21,"No","Yes","Rarely","Never",2,4,NA,3,2850,"Mildly Food Insecure",13
"COR-0215",2024-10-01,"Bandarban","Thanchi","Women's Climate Resilience Committee (WCRC)",18,"Female","Tripura","HSC/Equivalent",6,10041,"Yes","Flash Flood","Yes","Yes",2,"Yes",3,4,24,27,"No","No","Never","Always",2,4,5,4,2116,"Severely Food Insecure",17
"COR-0216",2024-11-21,"Khagrachari","Mahalchhari","Women's Climate Resilience Committee (WCRC)",55,"Female","Chakma","Primary (Class 1-5)",7,14711,"Yes","Erratic Rainfall","Yes","No",3,"Yes",3,5,47,50,"No","No","Never","Always",5,5,3,5,1293,"Food Secure",13
"COR-0217",2024-09-24,"Rangamati","Kaptai","Women's Climate Resilience Committee (WCRC)",40,"Female","Tanchangya","Graduate and above",5,13901,"No","None","No","No",4,"Yes",2,4,23,25,"No","Yes","Sometimes","Sometimes",2,3,4,3,2259,"Moderately Food Insecure",10
"COR-0218",2024-11-25,"Bandarban","Ruma","Community Stakeholder",48,"Female","Khumi","No formal education",6,11673,"Yes","Flash Flood","Yes","No",1,"Yes",4,4,29,32,"No","No","Never","Rarely",2,3,NA,2,0,"Moderately Food Insecure",15
"COR-0219",2024-10-23,"Rangamati","Kaptai","Local Government Representative",24,"Female","Bengali","Graduate and above",4,10406,"Yes","Multiple","Yes","Yes",3,"Yes",4,5,39,41,"No","Yes","Rarely","Always",2,5,NA,4,0,"Food Secure",16
"COR-0220",2024-10-04,"Rangamati","Naniarchar","Village Women Group (VWG)",48,"Female","Tripura","Primary (Class 1-5)",4,13704,"No","Multiple","Yes","Yes",3,"Yes",2,3,25,37,"No","Yes","Never","Rarely",5,3,NA,4,1716,"Food Secure",10
"COR-0221",2024-10-18,"Rangamati","Naniarchar","Women's Climate Resilience Committee (WCRC)",46,"Female","Chakma","Graduate and above",5,13881,"No","Landslide","Yes","Yes",3,"Yes",2,4,36,43,"No","Yes","Rarely","Often",1,6,5,4,1545,"Mildly Food Insecure",16
"COR-0222",2024-09-20,"Khagrachari","Dighinala","Youth Group",21,"Female","Tripura","Graduate and above",3,10479,"No","Drought","Yes","Yes",2,"Yes",3,4,52,59,"Yes","Yes","Rarely","Sometimes",2,2,NA,3,1499,"Moderately Food Insecure",15
"COR-0223",2024-10-14,"Bandarban","Ruma","Women's Climate Resilience Committee (WCRC)",41,"Female","Marma","Graduate and above",5,10001,"Yes","None","Yes","Yes",2,"No",2,4,49,52,"No","Yes","Rarely","Sometimes",1,1,4,3,0,"Moderately Food Insecure",15
"COR-0224",2024-11-09,"Khagrachari","Mahalchhari","Youth Group",23,"Female","Marma","Secondary (Class 6-10)",7,11583,"No","Multiple","No","Yes",3,"Yes",6,8,24,39,"No","No","Rarely","Often",1,2,NA,5,1684,"Mildly Food Insecure",9
"COR-0225",2024-10-19,"Rangamati","Baghaichhari","Village Women Group (VWG)",41,"Female","Tripura","Primary (Class 1-5)",4,15436,"Yes","Flash Flood","Yes","Yes",4,"No",4,6,43,45,"No","Yes","Often","Never",3,5,NA,3,0,"Food Secure",15
"COR-0226",2024-09-13,"Bandarban","Rowangchhari","Women's Climate Resilience Committee (WCRC)",28,"Female","Tripura","No formal education",6,9274,"Yes","Landslide","No","Yes",2,"Yes",5,7,39,50,"No","No","Sometimes","Sometimes",2,2,2,3,1769,"Severely Food Insecure",17
"COR-0227",2024-11-17,"Khagrachari","Lakshmichhari","Youth Group",23,"Female","Chakma","HSC/Equivalent",5,10456,"No","Multiple","Yes","Yes",3,"Yes",8,9,40,51,"No","No","Rarely","Sometimes",1,6,NA,5,0,"Mildly Food Insecure",13
"COR-0228",2024-11-09,"Bandarban","Ruma","Village Women Group (VWG)",35,"Female","Murung","Primary (Class 1-5)",6,14504,"No","Landslide","No","Yes",3,"Yes",2,4,45,59,"No","No","Rarely","Sometimes",2,4,NA,5,2048,"Moderately Food Insecure",19
"COR-0229",2024-10-17,"Rangamati","Kaptai","Women's Climate Resilience Committee (WCRC)",48,"Female","Marma","No formal education",2,16267,"Yes","Flash Flood","Yes","Yes",2,"Yes",3,4,37,47,"No","No","Rarely","Often",1,3,4,5,1709,"Severely Food Insecure",14
"COR-0230",2024-10-02,"Khagrachari","Dighinala","Youth Group",26,"Female","Chakma","SSC/Equivalent",5,7447,"No","Drought","No","Yes",2,"Yes",4,6,47,57,"No","Yes","Sometimes","Sometimes",1,1,NA,3,416,"Moderately Food Insecure",19
"COR-0231",2024-09-28,"Rangamati","Naniarchar","Village Women Group (VWG)",37,"Female","Chakma","Primary (Class 1-5)",6,10702,"No","Flash Flood","Yes","Yes",2,"No",3,5,63,74,"No","Yes","Rarely","Sometimes",1,2,NA,5,2934,"Food Secure",16
"COR-0232",2024-09-28,"Rangamati","Barkal","Women's Climate Resilience Committee (WCRC)",41,"Female","Bawm","Primary (Class 1-5)",4,12352,"Yes","Multiple","Yes","No",2,"Yes",1,2,24,27,"No","Yes","Rarely","Often",3,5,2,4,0,"Food Secure",9
"COR-0233",2024-10-06,"Bandarban","Alikadam","Youth Group",21,"Female","Marma","Primary (Class 1-5)",3,18950,"No","None","No","No",4,"No",2,5,52,66,"No","Yes","Always","Sometimes",1,5,NA,3,0,"Severely Food Insecure",15
"COR-0234",2024-10-16,"Rangamati","Kaptai","Youth Group",24,"Male","Murung","Secondary (Class 6-10)",7,13593,"No","Multiple","Yes","Yes",2,"Yes",1,3,43,43,"Yes","Yes","Never","Often",3,4,NA,3,2585,"Food Secure",15
"COR-0235",2024-09-13,"Bandarban","Thanchi","Women's Climate Resilience Committee (WCRC)",28,"Female","Khyang","Primary (Class 1-5)",4,16781,"Yes","None","No","Yes",2,"Yes",3,4,30,37,"No","Yes","Sometimes","Never",1,2,3,3,2335,"Moderately Food Insecure",14
"COR-0236",2024-11-27,"Bandarban","Thanchi","Village Women Group (VWG)",33,"Female","Tripura","No formal education",4,5672,"Yes","Flash Flood","No","Yes",3,"Yes",4,7,30,37,"No","Yes","Never","Often",3,4,NA,4,793,"Food Secure",10
"COR-0237",2024-10-23,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",48,"Female","Marma","Primary (Class 1-5)",3,14678,"Yes","Flash Flood","Yes","Yes",4,"Yes",4,8,75,98,"No","No","Rarely","Sometimes",3,3,4,3,1978,"Mildly Food Insecure",15
"COR-0238",2024-09-16,"Rangamati","Rajasthali","Village Women Group (VWG)",41,"Female","Marma","Secondary (Class 6-10)",6,10828,"No","None","Yes","Yes",3,"Yes",3,6,50,50,"No","No","Never","Often",3,4,NA,3,2344,"Moderately Food Insecure",11
"COR-0239",2024-11-05,"Bandarban","Bandarban Sadar","Youth Group",21,"Female","Chakma","No formal education",6,11956,"Yes","Landslide","No","Yes",3,"No",3,4,44,55,"No","Yes","Never","Often",1,3,NA,5,564,"Food Secure",13
"COR-0240",2024-11-10,"Bandarban","Rowangchhari","Community Stakeholder",39,"Female","Chakma","Secondary (Class 6-10)",7,12187,"Yes","Multiple","Yes","Yes",1,"No",6,7,26,30,"Yes","No","Never","Sometimes",2,3,NA,5,3108,"Mildly Food Insecure",10
"COR-0241",2024-11-11,"Khagrachari","Dighinala","Women's Climate Resilience Committee (WCRC)",41,"Female","Tripura","No formal education",6,3128,"No","Flash Flood","Yes","Yes",4,"Yes",1,3,42,63,"Yes","Yes","Rarely","Always",2,4,1,5,2155,"Mildly Food Insecure",8
"COR-0242",2024-11-20,"Rangamati","Naniarchar","Community Stakeholder",35,"Female","Tripura","Primary (Class 1-5)",5,6409,"No","Erratic Rainfall","Yes","Yes",1,"Yes",4,5,26,28,"No","Yes","Always","Often",1,5,NA,3,2599,"Moderately Food Insecure",11
"COR-0243",2024-10-19,"Rangamati","Kaptai","Youth Group",18,"Female","Marma","Secondary (Class 6-10)",5,15432,"Yes","Multiple","Yes","Yes",3,"No",2,3,40,54,"No","Yes","Never","Often",4,4,NA,4,517,"Food Secure",20
"COR-0244",2024-10-11,"Khagrachari","Khagrachari Sadar","Women's Climate Resilience Committee (WCRC)",38,"Female","Marma","No formal education",4,19789,"Yes","None","No","No",3,"Yes",5,6,64,73,"No","Yes","Rarely","Always",3,5,3,4,0,"Mildly Food Insecure",10
"COR-0245",2024-10-20,"Rangamati","Baghaichhari","Community Stakeholder",39,"Male","Pangkhua","Primary (Class 1-5)",4,13458,"Yes","Multiple","No","Yes",4,"No",0,5,41,56,"No","No","Sometimes","Sometimes",3,6,NA,3,0,"Moderately Food Insecure",14
"COR-0246",2024-11-11,"Rangamati","Kaptai","Village Women Group (VWG)",35,"Female","Marma","HSC/Equivalent",4,10088,"Yes","Drought","Yes","Yes",3,"Yes",2,5,38,41,"No","No","Never","Sometimes",1,2,NA,4,2028,"Severely Food Insecure",15
"COR-0247",2024-10-03,"Khagrachari","Mahalchhari","Women's Climate Resilience Committee (WCRC)",49,"Female","Chakma","SSC/Equivalent",4,6316,"Yes","Landslide","Yes","No",4,"Yes",5,7,27,54,"No","Yes","Sometimes","Often",2,1,2,5,0,"Severely Food Insecure",16
"COR-0248",2024-09-01,"Bandarban","Bandarban Sadar","Women's Climate Resilience Committee (WCRC)",35,"Female","Marma","SSC/Equivalent",6,13368,"No","Flash Flood","No","Yes",3,"Yes",2,4,72,92,"No","Yes","Never","Often",1,2,3,4,0,"Food Secure",11
"COR-0249",2024-09-21,"Rangamati","Naniarchar","Village Women Group (VWG)",47,"Female","Tripura","No formal education",4,7439,"Yes","Landslide","Yes","No",2,"Yes",1,3,32,38,"No","No","Never","Sometimes",3,3,NA,3,1008,"Mildly Food Insecure",12
"COR-0250",2024-09-05,"Bandarban","Rowangchhari","Village Women Group (VWG)",45,"Female","Marma","Primary (Class 1-5)",5,7979,"No","Flash Flood","No","No",3,"Yes",3,5,58,76,"No","Yes","Often","Always",3,2,NA,5,2651,"Mildly Food Insecure",7
"COR-0251",2024-10-29,"Khagrachari","Khagrachari Sadar","Women's Climate Resilience Committee (WCRC)",42,"Female","Chakma","SSC/Equivalent",4,12505,"No","Flash Flood","Yes","Yes",4,"No",1,4,34,27,"No","Yes","Never","Always",1,2,4,4,0,"Severely Food Insecure",11
"COR-0252",2024-10-06,"Rangamati","Baghaichhari","Local Government Representative",37,"Female","Bawm","No formal education",5,10364,"Yes","Erratic Rainfall","No","Yes",3,"No",2,4,41,54,"No","Yes","Never","Rarely",3,3,NA,4,2531,"Food Secure",11
"COR-0253",2024-10-16,"Rangamati","Kaptai","Village Women Group (VWG)",30,"Female","Bengali","No formal education",4,7970,"No","Drought","Yes","No",3,"No",2,4,63,62,"Yes","Yes","Never","Sometimes",1,5,NA,4,1757,"Mildly Food Insecure",11
"COR-0254",2024-09-02,"Khagrachari","Dighinala","Village Women Group (VWG)",33,"Female","Murung","No formal education",6,11958,"No","Landslide","Yes","No",2,"Yes",3,4,42,46,"No","Yes","Never","Sometimes",2,1,NA,4,1477,"Severely Food Insecure",11
"COR-0255",2024-11-12,"Rangamati","Kaptai","Youth Group",23,"Female","Bengali","Primary (Class 1-5)",5,6662,"Yes","Multiple","No","Yes",2,"No",2,4,23,28,"No","Yes","Rarely","Sometimes",2,5,NA,5,2141,"Food Secure",12
"COR-0256",2024-11-27,"Khagrachari","Khagrachari Sadar","Local Government Representative",47,"Female","Marma","SSC/Equivalent",4,10532,"Yes","Multiple","No","Yes",4,"No",3,7,65,71,"No","Yes","Sometimes","Sometimes",1,2,NA,4,2947,"Food Secure",15
"COR-0257",2024-09-25,"Rangamati","Barkal","Community Stakeholder",30,"Female","Bengali","HSC/Equivalent",4,15096,"Yes","Flash Flood","No","Yes",2,"Yes",5,6,11,15,"No","Yes","Rarely","Sometimes",3,4,NA,4,0,"Mildly Food Insecure",12
"COR-0258",2024-11-13,"Rangamati","Barkal","Village Women Group (VWG)",54,"Female","Chakma","SSC/Equivalent",5,8852,"No","Erratic Rainfall","Yes","Yes",2,"Yes",2,3,41,46,"No","Yes","Rarely","Rarely",4,5,NA,2,957,"Mildly Food Insecure",20
"COR-0259",2024-09-08,"Khagrachari","Khagrachari Sadar","Local Government Representative",30,"Female","Bawm","Primary (Class 1-5)",3,12231,"Yes","Multiple","Yes","Yes",2,"Yes",2,4,42,51,"No","No","Never","Sometimes",2,4,NA,5,2676,"Food Secure",6
"COR-0260",2024-11-21,"Rangamati","Naniarchar","Women's Climate Resilience Committee (WCRC)",22,"Female","Tripura","Secondary (Class 6-10)",5,13862,"No","Landslide","Yes","Yes",4,"Yes",2,3,28,49,"No","No","Often","Sometimes",3,2,1,3,2243,"Severely Food Insecure",20
"COR-0261",2024-11-07,"Rangamati","Baghaichhari","Village Women Group (VWG)",22,"Female","Marma","HSC/Equivalent",5,16609,"Yes","Multiple","No","No",2,"Yes",5,6,32,38,"No","No","Never","Often",3,3,NA,4,1381,"Severely Food Insecure",16
"COR-0262",2024-11-02,"Rangamati","Barkal","Village Women Group (VWG)",29,"Female","Chakma","HSC/Equivalent",5,6706,"Yes","Erratic Rainfall","Yes","No",2,"Yes",3,4,38,47,"No","No","Sometimes","Sometimes",2,3,NA,4,0,"Food Secure",18
"COR-0263",2024-10-20,"Khagrachari","Dighinala","Community Stakeholder",40,"Female","Chakma","SSC/Equivalent",5,12363,"Yes","Drought","Yes","No",1,"Yes",4,5,30,33,"Yes","Yes","Never","Sometimes",1,3,NA,4,1522,"Mildly Food Insecure",7
"COR-0264",2024-10-18,"Bandarban","Thanchi","Women's Climate Resilience Committee (WCRC)",42,"Female","Bengali","Graduate and above",5,12386,"Yes","Multiple","No","No",3,"No",2,4,30,38,"No","No","Sometimes","Sometimes",3,2,4,4,2297,"Moderately Food Insecure",15
"COR-0265",2024-11-28,"Rangamati","Kaptai","Village Women Group (VWG)",41,"Female","Chakma","No formal education",7,15566,"No","Multiple","Yes","No",3,"No",4,5,37,49,"No","No","Often","Rarely",1,3,NA,5,612,"Food Secure",17
"COR-0266",2024-10-27,"Khagrachari","Lakshmichhari","Community Stakeholder",33,"Female","Khumi","Secondary (Class 6-10)",4,15600,"No","Flash Flood","Yes","No",2,"No",4,6,45,51,"No","Yes","Never","Rarely",2,4,NA,3,0,"Food Secure",6
"COR-0267",2024-11-10,"Khagrachari","Khagrachari Sadar","Community Stakeholder",39,"Female","Khyang","SSC/Equivalent",5,4686,"Yes","Multiple","No","No",2,"No",1,3,34,47,"No","Yes","Often","Sometimes",1,2,NA,3,1313,"Moderately Food Insecure",13
"COR-0268",2024-09-25,"Rangamati","Naniarchar","Youth Group",19,"Male","Chakma","Graduate and above",7,12384,"No","Erratic Rainfall","Yes","Yes",2,"Yes",3,5,36,42,"No","Yes","Rarely","Often",2,3,NA,5,1735,"Severely Food Insecure",20
"COR-0269",2024-10-04,"Bandarban","Ruma","Local Government Representative",42,"Female","Chakma","SSC/Equivalent",3,11242,"No","Flash Flood","Yes","No",2,"Yes",2,3,49,59,"No","No","Never","Rarely",1,1,NA,5,2567,"Moderately Food Insecure",17
"COR-0270",2024-09-22,"Bandarban","Bandarban Sadar","Youth Group",22,"Female","Chakma","SSC/Equivalent",5,9834,"No","Multiple","Yes","Yes",3,"Yes",4,5,27,38,"Yes","No","Never","Sometimes",5,2,NA,5,1730,"Food Secure",6
"COR-0271",2024-11-04,"Rangamati","Barkal","Women's Climate Resilience Committee (WCRC)",47,"Female","Murung","SSC/Equivalent",6,6850,"No","Landslide","No","Yes",3,"Yes",4,6,27,42,"No","Yes","Always","Often",1,2,5,4,1226,"Mildly Food Insecure",12
"COR-0272",2024-11-26,"Rangamati","Naniarchar","Community Stakeholder",26,"Female","Bengali","No formal education",3,12546,"No","Flash Flood","Yes","Yes",4,"No",3,5,41,60,"Yes","No","Often","Sometimes",2,2,NA,1,0,"Mildly Food Insecure",10
"COR-0273",2024-10-31,"Rangamati","Baghaichhari","Community Stakeholder",33,"Female","Chakma","Primary (Class 1-5)",7,13706,"Yes","Flash Flood","Yes","No",2,"Yes",2,3,38,49,"No","Yes","Rarely","Always",1,4,NA,3,2320,"Food Secure",9
"COR-0274",2024-11-15,"Rangamati","Naniarchar","Village Women Group (VWG)",18,"Female","Chakma","SSC/Equivalent",5,12208,"Yes","None","Yes","Yes",2,"Yes",4,5,57,64,"Yes","Yes","Never","Sometimes",1,2,NA,4,0,"Mildly Food Insecure",15
"COR-0275",2024-11-14,"Bandarban","Ruma","Women's Climate Resilience Committee (WCRC)",35,"Female","Tripura","Secondary (Class 6-10)",7,3000,"Yes","Multiple","Yes","Yes",2,"No",4,5,47,51,"No","Yes","Sometimes","Often",2,5,2,2,1086,"Food Secure",9
"COR-0276",2024-11-24,"Khagrachari","Khagrachari Sadar","Women's Climate Resilience Committee (WCRC)",20,"Female","Tanchangya","SSC/Equivalent",7,19002,"Yes","Drought","Yes","Yes",3,"No",3,6,52,54,"No","Yes","Sometimes","Rarely",2,3,4,5,2138,"Food Secure",13
"COR-0277",2024-11-10,"Khagrachari","Dighinala","Village Women Group (VWG)",47,"Female","Bengali","Secondary (Class 6-10)",3,6632,"No","Landslide","Yes","Yes",2,"Yes",3,4,50,58,"No","Yes","Rarely","Always",2,1,NA,4,0,"Food Secure",8
"COR-0278",2024-11-18,"Rangamati","Barkal","Women's Climate Resilience Committee (WCRC)",48,"Female","Chakma","No formal education",6,14657,"Yes","Drought","No","Yes",4,"Yes",2,3,17,30,"No","Yes","Often","Often",3,5,3,4,0,"Mildly Food Insecure",12
"COR-0279",2024-10-18,"Khagrachari","Mahalchhari","Village Women Group (VWG)",26,"Female","Chakma","No formal education",5,8581,"Yes","Erratic Rainfall","Yes","Yes",3,"Yes",1,2,39,54,"No","Yes","Never","Sometimes",5,5,NA,5,2366,"Food Secure",10
"COR-0280",2024-09-03,"Bandarban","Alikadam","Youth Group",22,"Male","Khumi","Secondary (Class 6-10)",4,11202,"No","Flash Flood","Yes","Yes",3,"Yes",5,8,40,52,"No","Yes","Often","Always",2,4,NA,4,0,"Severely Food Insecure",18
"COR-0281",2024-10-17,"Bandarban","Rowangchhari","Village Women Group (VWG)",26,"Female","Chakma","Primary (Class 1-5)",5,13163,"Yes","Flash Flood","Yes","No",2,"No",3,4,49,56,"No","Yes","Often","Often",3,3,NA,4,1925,"Moderately Food Insecure",12
"COR-0282",2024-11-25,"Khagrachari","Lakshmichhari","Village Women Group (VWG)",32,"Female","Marma","Secondary (Class 6-10)",6,12033,"No","Flash Flood","Yes","No",2,"Yes",2,3,52,64,"No","Yes","Rarely","Often",1,1,NA,4,0,"Moderately Food Insecure",10
"COR-0283",2024-10-13,"Rangamati","Barkal","Community Stakeholder",50,"Male","Tripura","SSC/Equivalent",3,16084,"No","Flash Flood","No","Yes",2,"Yes",3,4,43,53,"Yes","No","Rarely","Sometimes",2,3,NA,4,1480,"Mildly Food Insecure",11
"COR-0284",2024-10-21,"Khagrachari","Mahalchhari","Women's Climate Resilience Committee (WCRC)",48,"Female","Chakma","Secondary (Class 6-10)",4,13241,"Yes","Flash Flood","Yes","Yes",2,"Yes",5,6,29,30,"No","No","Sometimes","Never",1,5,2,3,2659,"Food Secure",20
"COR-0285",2024-11-27,"Rangamati","Naniarchar","Village Women Group (VWG)",35,"Female","Chakma","Primary (Class 1-5)",6,7359,"Yes","Multiple","Yes","Yes",4,"Yes",1,5,20,31,"Yes","Yes","Always","Rarely",3,3,NA,1,0,"Food Secure",9
"COR-0286",2024-09-19,"Rangamati","Barkal","Village Women Group (VWG)",37,"Female","Bengali","Secondary (Class 6-10)",5,16355,"Yes","Landslide","Yes","Yes",2,"No",2,3,64,68,"No","Yes","Rarely","Rarely",2,1,NA,3,0,"Moderately Food Insecure",17
"COR-0287",2024-10-31,"Bandarban","Ruma","Women's Climate Resilience Committee (WCRC)",34,"Female","Tanchangya","No formal education",6,12787,"No","Erratic Rainfall","Yes","Yes",3,"Yes",5,6,37,52,"No","Yes","Rarely","Never",2,4,4,4,1343,"Mildly Food Insecure",12
"COR-0288",2024-10-05,"Bandarban","Alikadam","Youth Group",23,"Male","Tripura","Graduate and above",3,11843,"Yes","Flash Flood","No","Yes",4,"No",4,5,37,51,"No","Yes","Never","Sometimes",1,3,NA,4,0,"Mildly Food Insecure",12
"COR-0289",2024-11-23,"Bandarban","Bandarban Sadar","Youth Group",21,"Male","Chakma","HSC/Equivalent",4,17634,"No","Flash Flood","Yes","No",2,"No",1,2,39,50,"No","No","Often","Often",3,1,NA,3,1251,"Food Secure",13
"COR-0290",2024-09-06,"Rangamati","Kaptai","Village Women Group (VWG)",38,"Female","Bawm","Secondary (Class 6-10)",4,11754,"No","Multiple","No","No",3,"Yes",4,7,43,53,"Yes","Yes","Rarely","Rarely",3,2,NA,4,0,"Food Secure",13
"COR-0291",2024-10-03,"Bandarban","Rowangchhari","Community Stakeholder",37,"Female","Chakma","Secondary (Class 6-10)",6,8122,"Yes","Drought","No","Yes",4,"No",4,10,54,67,"No","No","Rarely","Always",3,4,NA,4,1639,"Mildly Food Insecure",15
"COR-0292",2024-09-25,"Bandarban","Rowangchhari","Village Women Group (VWG)",53,"Female","Tripura","No formal education",7,14620,"No","Flash Flood","Yes","No",4,"No",6,9,52,68,"No","Yes","Often","Always",3,4,NA,4,1663,"Food Secure",12
"COR-0293",2024-11-06,"Bandarban","Thanchi","Women's Climate Resilience Committee (WCRC)",26,"Female","Marma","No formal education",4,17337,"Yes","Multiple","No","Yes",1,"No",4,5,34,39,"No","Yes","Never","Always",1,1,3,5,1703,"Severely Food Insecure",17
"COR-0294",2024-10-11,"Bandarban","Rowangchhari","Village Women Group (VWG)",44,"Female","Tripura","SSC/Equivalent",5,12656,"No","Erratic Rainfall","Yes","Yes",3,"No",0,1,29,40,"No","Yes","Never","Never",3,1,NA,4,2141,"Moderately Food Insecure",18
"COR-0295",2024-11-29,"Khagrachari","Khagrachari Sadar","Youth Group",25,"Male","Marma","No formal education",6,13538,"Yes","Multiple","Yes","No",2,"Yes",4,5,24,32,"No","No","Never","Always",3,3,NA,5,0,"Mildly Food Insecure",18
"COR-0296",2024-11-24,"Khagrachari","Panchhari","Youth Group",27,"Female","Marma","HSC/Equivalent",3,8795,"No","Erratic Rainfall","Yes","Yes",2,"Yes",4,5,20,29,"Yes","Yes","Never","Often",1,1,NA,5,1125,"Severely Food Insecure",11
"COR-0297",2024-11-06,"Bandarban","Ruma","Village Women Group (VWG)",34,"Female","Tanchangya","Primary (Class 1-5)",8,12755,"No","Erratic Rainfall","Yes","Yes",1,"Yes",6,6,35,36,"Yes","No","Rarely","Rarely",4,1,NA,5,0,"Mildly Food Insecure",20
"COR-0298",2024-10-10,"Bandarban","Bandarban Sadar","Women's Climate Resilience Committee (WCRC)",47,"Female","Tripura","Secondary (Class 6-10)",4,14921,"Yes","Erratic Rainfall","Yes","No",3,"Yes",3,5,39,51,"No","No","Rarely","Always",1,3,2,4,319,"Food Secure",15
"COR-0299",2024-10-15,"Bandarban","Alikadam","Youth Group",21,"Female","Khyang","Secondary (Class 6-10)",3,12433,"No","Erratic Rainfall","Yes","No",1,"No",5,6,48,51,"No","Yes","Often","Often",2,3,NA,2,1502,"Mildly Food Insecure",10
