"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","education_level","household_size","monthly_income_bdt","years_in_programme","forest_land_managed_acres","tree_species_planted","seedlings_distributed","seedling_survival_rate_pct","biodiversity_index_baseline","biodiversity_index_endline","forest_cover_change","watershed_comanagement","ntfp_income_bdt","eco_enterprise_involved","sustainable_ag_practices","conservation_knowledge_baseline","conservation_knowledge_endline","attitude_conservation_baseline","attitude_conservation_endline","community_rules_exist","resource_conflict_12mo","satisfaction_forest_mgmt","satisfaction_score","training_received","climate_impact_on_biodiversity"
"BER-0202",2024-11-24,"Rangamati","Naniarchar","Biodiversity Conservation Group (BCG)",49,"Male","Tanchangya","Primary (Class 1-5)",6,16126,3,14.7,7,332,76.4,49,61,"Significantly increased","Occasional",1988,"No",4,13,20,4,5,"Yes","Yes",4,4,"Yes","Moderate"
"BER-0203",2024-10-25,"Rangamati","Rajasthali","Biodiversity Conservation Group (BCG)",47,"Female","Tripura","No formal education",5,18069,4,8.9,14,121,86.7,53,79,"Significantly increased","Occasional",3910,"No",1,6,12,5,5,"Yes","No",3,4,"Yes","Moderate"
"BER-0204",2024-09-27,"Rangamati","Naniarchar","Biodiversity Conservation Group (BCG)",40,"Male","Tripura","Primary (Class 1-5)",5,16214,3,8.5,3,366,64.2,55,69,"Significantly increased","Not participating",2872,"Yes",2,16,19,5,5,"Under development","No",4,2,"Yes","No impact observed"
"BER-0205",2024-11-05,"Khagrachari","Panchhari","Community Forest Management Group",47,"Male","Chak","Graduate and above",6,13774,3,9.4,9,313,69.2,27,39,"Significantly increased","Occasional",3855,"No",4,12,16,3,5,"No","No",4,4,"No","Moderate"
"BER-0206",2024-10-09,"Khagrachari","Dighinala","Community Leader/Headman",39,"Male","Bawm","HSC/Equivalent",3,18129,4,11.1,9,228,66,57,62,"Moderately increased","Not participating",3035,"No",2,9,15,2,4,"No","No",3,4,"Yes","Mild"
"BER-0207",2024-10-25,"Bandarban","Thanchi","Local NGO Representative",37,"Female","Chakma","Secondary (Class 6-10)",8,13963,4,5.7,5,276,65.9,61,76,"No change","Not participating",2589,"No",3,8,9,1,4,"Under development","No",3,5,"No","Severe"
"BER-0208",2024-11-19,"Bandarban","Rowangchhari","Youth Eco-Entrepreneur",31,"Male","Bawm","Secondary (Class 6-10)",6,8770,3,8.5,8,254,76.7,33,42,"Significantly increased","Active",2487,"No",1,9,14,4,5,"No","No",3,4,"Yes","Severe"
"BER-0209",2024-09-10,"Rangamati","Rajasthali","Biodiversity Conservation Group (BCG)",44,"Male","Chakma","Secondary (Class 6-10)",8,9553,3,6.2,5,535,62.2,42,63,"Moderately increased","Active",3575,"Yes",5,7,14,3,5,"No","No",3,3,"Yes","Severe"
"BER-0210",2024-11-11,"Bandarban","Thanchi","Community Forest Management Group",39,"Female","Tanchangya","SSC/Equivalent",5,12042,1,4.9,8,191,80.2,51,56,"Moderately increased","Active",3790,"No",1,7,11,3,2,"Yes","No",5,4,"No","Mild"
"BER-0211",2024-11-01,"Bandarban","Thanchi","Local NGO Representative",49,"Female","Chakma","SSC/Equivalent",6,15869,2,0.5,7,379,55.9,50,54,"Moderately increased","Occasional",2836,"No",1,11,11,4,4,"Under development","Yes",3,4,"Yes","Moderate"
"BER-0212",2024-11-08,"Khagrachari","Panchhari","Youth Eco-Entrepreneur",40,"Male","Tripura","Secondary (Class 6-10)",6,13050,1,5.7,8,359,63,69,71,"Slightly decreased","Occasional",4553,"No",1,12,17,5,2,"No","No",5,1,"Yes","Mild"
"BER-0213",2024-09-21,"Rangamati","Belaichhari","Community Forest Management Group",53,"Male","Chakma","Primary (Class 1-5)",5,10722,3,8.3,7,414,71.9,58,69,"Moderately increased","Active",2488,"No",3,17,20,4,3,"No","No",4,4,"Yes","Moderate"
"BER-0214",2024-09-29,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",36,"Male","Marma","Primary (Class 1-5)",5,14392,4,1.6,9,451,56.2,39,58,"Significantly increased","Occasional",4625,"Yes",3,12,17,1,5,"Yes","Yes",3,5,"No","Moderate"
"BER-0215",2024-10-25,"Khagrachari","Guimara","Community Leader/Headman",23,"Male","Bengali","Primary (Class 1-5)",6,8538,3,8.4,9,303,73.9,42,55,"Moderately increased","Active",5390,"No",2,4,7,4,3,"Yes","No",3,5,"No","Mild"
"BER-0216",2024-11-04,"Khagrachari","Guimara","Community Forest Management Group",36,"Male","Tripura","No formal education",7,15075,2,0.5,9,214,53.5,29,35,"No change","Active",2513,"No",2,11,17,4,4,"Yes","No",3,4,"No","Moderate"
"BER-0217",2024-11-23,"Bandarban","Ruma","Biodiversity Conservation Group (BCG)",62,"Female","Chakma","No formal education",6,11968,2,11.8,7,251,88.9,27,32,"Significantly increased","Active",4540,"Yes",5,10,12,3,2,"Yes","No",4,4,"No","Mild"
"BER-0218",2024-10-08,"Rangamati","Barkal","Community Forest Management Group",50,"Male","Chakma","Primary (Class 1-5)",4,13494,2,11.8,8,437,64.3,39,47,"No change","Active",2998,"No",0,10,13,2,5,"Yes","Yes",4,5,"Yes","Moderate"
"BER-0219",2024-10-21,"Khagrachari","Panchhari","Biodiversity Conservation Group (BCG)",32,"Male","Tripura","SSC/Equivalent",6,18955,2,0.5,5,444,72.5,42,49,"Moderately increased","Occasional",3325,"No",1,8,12,3,3,"Under development","No",5,2,"No","Moderate"
"BER-0220",2024-10-13,"Bandarban","Naikhongchhari","Community Forest Management Group",28,"Male","Chak","Secondary (Class 6-10)",6,10021,2,7.1,6,373,88.9,51,60,"No change","Occasional",1976,"No",5,6,11,5,4,"Yes","No",3,4,"Yes","No impact observed"
"BER-0221",2024-10-23,"Rangamati","Naniarchar","Community Leader/Headman",21,"Male","Chakma","Primary (Class 1-5)",7,13892,2,7.6,5,448,59.1,40,50,"Significantly increased","Occasional",885,"Yes",3,10,13,2,5,"Yes","No",4,4,"Yes","Severe"
"BER-0222",2024-11-10,"Rangamati","Belaichhari","Local NGO Representative",21,"Male","Marma","Primary (Class 1-5)",6,9152,2,2,7,330,59.2,33,34,"Slightly decreased","Active",2515,"Yes",2,10,15,1,4,"Yes","Yes",4,3,"Yes","Severe"
"BER-0223",2024-10-03,"Rangamati","Rajasthali","Biodiversity Conservation Group (BCG)",18,"Female","Chakma","SSC/Equivalent",5,12295,4,3.1,6,535,64.2,50,59,"Moderately increased","Occasional",3216,"Yes",1,8,13,4,5,"Under development","No",5,3,"Yes","Mild"
"BER-0224",2024-10-29,"Bandarban","Rowangchhari","Forest Department Staff",50,"Female","Chakma","HSC/Equivalent",3,16480,4,0.7,8,279,64.5,31,49,"Significantly decreased","Active",3171,"No",5,19,20,4,5,"Yes","Yes",3,4,"Yes","Mild"
"BER-0225",2024-10-10,"Rangamati","Naniarchar","Local NGO Representative",49,"Male","Tripura","No formal education",5,20889,4,8.1,3,425,85.8,52,74,"Significantly increased","Active",2051,"No",1,12,16,2,3,"Yes","No",4,4,"Yes","No impact observed"
"BER-0226",2024-10-23,"Rangamati","Belaichhari","Youth Eco-Entrepreneur",28,"Female","Tanchangya","Primary (Class 1-5)",6,6019,2,9.9,7,452,94.6,33,38,"Moderately increased","Active",1556,"No",5,8,12,5,5,"No","No",4,4,"No","Moderate"
"BER-0227",2024-10-24,"Rangamati","Kaptai","Community Forest Management Group",40,"Female","Chakma","Primary (Class 1-5)",5,17203,3,5.6,4,307,83,26,39,"Significantly increased","Not participating",3506,"No",1,8,13,5,3,"Yes","No",4,5,"Yes","Moderate"
"BER-0228",2024-09-18,"Bandarban","Rowangchhari","Community Leader/Headman",39,"Female","Chakma","Secondary (Class 6-10)",5,13798,4,5,11,235,67.4,10,16,"Slightly decreased","Occasional",5620,"No",1,8,10,2,3,"Yes","No",4,4,"No","Severe"
"BER-0229",2024-11-18,"Bandarban","Ruma","Community Forest Management Group",55,"Male","Chak","Graduate and above",7,12846,4,0.5,6,225,76.8,49,59,"Moderately increased","Active",4004,"No",3,14,19,4,3,"Yes","No",4,4,"Yes","Mild"
"BER-0230",2024-11-27,"Rangamati","Barkal","Community Forest Management Group",25,"Male","Khumi","HSC/Equivalent",5,15960,3,13.9,7,215,79.8,57,67,"Significantly increased","Occasional",1430,"No",4,11,14,3,2,"Yes","No",3,4,"No","Mild"
"BER-0231",2024-10-14,"Khagrachari","Khagrachari Sadar","Biodiversity Conservation Group (BCG)",31,"Male","Chakma","HSC/Equivalent",5,13896,3,6.3,10,213,85.1,41,50,"No change","Not participating",4018,"No",3,13,18,5,4,"Under development","No",2,1,"No","Moderate"
"BER-0232",2024-11-27,"Rangamati","Kaptai","Community Forest Management Group",44,"Male","Marma","Primary (Class 1-5)",6,8868,2,6.5,7,468,69.5,10,16,"Moderately increased","Active",4373,"No",4,10,14,5,4,"Under development","Yes",5,3,"No","Moderate"
"BER-0233",2024-10-05,"Rangamati","Belaichhari","Youth Eco-Entrepreneur",42,"Male","Chakma","HSC/Equivalent",6,16491,2,3.3,7,50,79.4,43,45,"Slightly decreased","Occasional",2880,"No",3,7,12,5,3,"No","Yes",3,2,"Yes","Moderate"
"BER-0234",2024-11-09,"Khagrachari","Guimara","Community Forest Management Group",23,"Female","Chakma","SSC/Equivalent",6,11984,3,5.3,8,371,73.4,32,46,"Significantly decreased","Active",1621,"No",3,10,14,4,2,"No","Yes",4,2,"Yes","No impact observed"
"BER-0235",2024-09-08,"Bandarban","Bandarban Sadar","Youth Eco-Entrepreneur",58,"Female","Chakma","Secondary (Class 6-10)",5,12596,3,9.7,10,374,76.3,53,64,"Moderately increased","Active",2513,"No",1,11,18,4,4,"No","No",2,3,"Yes","Moderate"
"BER-0236",2024-11-10,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",30,"Male","Marma","Primary (Class 1-5)",4,13195,2,8.4,10,444,93.6,32,37,"Moderately increased","Active",1747,"Yes",4,10,12,3,5,"No","No",5,3,"Yes","Moderate"
"BER-0237",2024-10-22,"Bandarban","Bandarban Sadar","Community Forest Management Group",54,"Male","Chakma","Primary (Class 1-5)",5,12181,3,10,8,622,74.6,23,43,"No change","Active",1949,"No",3,10,14,3,4,"Under development","No",5,4,"Yes","No impact observed"
"BER-0238",2024-10-23,"Rangamati","Naniarchar","Community Forest Management Group",29,"Male","Chakma","No formal education",5,14908,2,8.2,5,269,77.7,46,54,"Significantly increased","Active",2527,"No",1,13,17,5,5,"No","No",5,4,"Yes","Mild"
"BER-0239",2024-11-16,"Rangamati","Barkal","Youth Eco-Entrepreneur",21,"Male","Marma","Primary (Class 1-5)",6,3500,4,6.8,9,234,71.9,48,66,"Slightly decreased","Not participating",4115,"Yes",4,15,17,4,3,"No","Yes",4,5,"Yes","Severe"
"BER-0240",2024-09-29,"Bandarban","Thanchi","Youth Eco-Entrepreneur",30,"Male","Chakma","HSC/Equivalent",5,10361,1,9.4,1,432,78.5,63,67,"No change","Active",200,"No",3,6,11,3,4,"Under development","No",3,5,"No","No impact observed"
"BER-0241",2024-10-03,"Rangamati","Rajasthali","Community Forest Management Group",42,"Female","Chakma","Primary (Class 1-5)",6,11566,3,0.9,4,75,63.5,44,60,"Significantly increased","Active",2064,"Yes",3,16,18,1,3,"Under development","No",4,4,"Yes","Severe"
"BER-0242",2024-10-05,"Rangamati","Belaichhari","Youth Eco-Entrepreneur",43,"Male","Marma","Secondary (Class 6-10)",5,13025,2,10.3,5,267,77,34,42,"Moderately increased","Occasional",2851,"Yes",3,10,13,4,4,"Yes","No",5,5,"No","No impact observed"
"BER-0243",2024-10-03,"Rangamati","Rajasthali","Biodiversity Conservation Group (BCG)",36,"Female","Khumi","No formal education",4,10093,2,7.5,5,323,61.9,23,29,"Moderately increased","Active",3904,"Yes",1,7,12,4,4,"Yes","No",3,4,"Yes","Severe"
"BER-0244",2024-10-02,"Khagrachari","Dighinala","Biodiversity Conservation Group (BCG)",46,"Female","Chakma","No formal education",3,16014,4,9.8,3,281,59.1,39,45,"Moderately increased","Not participating",2584,"No",1,12,17,5,3,"Yes","No",1,3,"Yes","Mild"
"BER-0245",2024-11-12,"Rangamati","Naniarchar","Forest Department Staff",44,"Male","Bawm","Secondary (Class 6-10)",5,11424,2,13.2,9,575,87.1,37,38,"No change","Active",3358,"No",2,3,7,5,5,"Under development","No",2,3,"Yes","Moderate"
"BER-0246",2024-11-01,"Rangamati","Naniarchar","Forest Department Staff",35,"Female","Tanchangya","No formal education",6,4113,4,9.1,8,403,65.5,46,58,"Moderately increased","Active",3336,"No",4,10,15,4,4,"Yes","No",4,4,"Yes","Severe"
"BER-0247",2024-11-14,"Rangamati","Kaptai","Forest Department Staff",46,"Male","Marma","Secondary (Class 6-10)",6,16353,1,2.1,11,489,78.2,51,53,"Slightly decreased","Active",1774,"No",2,8,12,5,5,"Yes","No",2,5,"Yes","No impact observed"
"BER-0248",2024-09-20,"Rangamati","Barkal","Community Forest Management Group",42,"Male","Murung","Secondary (Class 6-10)",6,15377,1,6.3,2,343,71.2,24,25,"Moderately increased","Occasional",4511,"No",3,11,16,5,3,"Under development","Yes",4,2,"Yes","Severe"
"BER-0249",2024-11-13,"Bandarban","Rowangchhari","Biodiversity Conservation Group (BCG)",18,"Female","Chakma","Primary (Class 1-5)",5,12359,4,15.1,9,658,71.3,42,51,"Slightly decreased","Occasional",4183,"No",5,7,13,1,3,"Yes","No",5,3,"Yes","Mild"
"BER-0250",2024-10-16,"Bandarban","Bandarban Sadar","Youth Eco-Entrepreneur",49,"Male","Chakma","Secondary (Class 6-10)",6,13109,1,9.9,6,211,75,40,42,"Moderately increased","Occasional",3814,"Yes",1,9,15,2,4,"Yes","No",3,5,"Yes","Mild"
"BER-0251",2024-11-02,"Bandarban","Rowangchhari","Biodiversity Conservation Group (BCG)",58,"Male","Marma","Graduate and above",4,11675,3,5.2,6,270,59.7,60,66,"No change","Occasional",4588,"Yes",5,5,10,1,5,"Yes","No",4,4,"Yes","No impact observed"
"BER-0252",2024-11-22,"Khagrachari","Khagrachari Sadar","Community Leader/Headman",54,"Female","Tanchangya","Graduate and above",5,18783,4,3.3,4,304,87.4,37,46,"Slightly decreased","Not participating",1578,"No",0,15,18,4,3,"Under development","No",4,5,"No","Moderate"
"BER-0253",2024-11-26,"Rangamati","Barkal","Biodiversity Conservation Group (BCG)",39,"Male","Murung","SSC/Equivalent",6,16200,3,14.7,4,203,82.8,47,54,"Moderately increased","Not participating",2785,"Yes",4,13,16,2,5,"No","No",3,5,"Yes","Mild"
"BER-0254",2024-11-01,"Khagrachari","Panchhari","Youth Eco-Entrepreneur",37,"Male","Marma","Graduate and above",5,19595,3,12,11,395,54.4,45,58,"Significantly decreased","Active",1848,"No",3,10,14,5,2,"Yes","No",4,4,"Yes","Severe"
"BER-0255",2024-09-22,"Bandarban","Rowangchhari","Biodiversity Conservation Group (BCG)",44,"Male","Tripura","Secondary (Class 6-10)",6,15725,2,8.8,7,334,64.4,41,50,"Moderately increased","Active",2407,"No",5,7,10,3,2,"Yes","No",2,3,"Yes","Moderate"
"BER-0256",2024-10-15,"Bandarban","Thanchi","Biodiversity Conservation Group (BCG)",31,"Female","Chakma","No formal education",6,9898,2,5,3,359,38.8,32,42,"Moderately increased","Active",3076,"No",3,7,9,3,5,"Yes","No",5,3,"No","Moderate"
"BER-0257",2024-11-18,"Rangamati","Kaptai","Biodiversity Conservation Group (BCG)",31,"Male","Tripura","Graduate and above",6,15097,4,13.5,5,363,71.2,42,54,"Moderately increased","Active",3019,"No",3,11,15,5,5,"Under development","No",3,4,"Yes","Severe"
"BER-0258",2024-11-12,"Rangamati","Barkal","Biodiversity Conservation Group (BCG)",60,"Male","Lushai","SSC/Equivalent",4,18596,3,16.7,8,375,64.7,48,54,"No change","Active",3579,"No",3,8,11,2,5,"Yes","No",3,4,"Yes","Moderate"
"BER-0259",2024-10-04,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",45,"Male","Chakma","Primary (Class 1-5)",7,11422,4,5.4,8,492,58.7,40,50,"Slightly decreased","Active",2400,"No",6,16,18,3,3,"Yes","Yes",4,4,"Yes","Moderate"
"BER-0260",2024-10-06,"Bandarban","Naikhongchhari","Youth Eco-Entrepreneur",47,"Male","Bawm","No formal education",7,7916,2,10.9,7,471,79.8,33,41,"Significantly increased","Not participating",3516,"No",2,5,8,2,5,"Yes","No",4,4,"Yes","Severe"
"BER-0261",2024-11-06,"Khagrachari","Panchhari","Community Forest Management Group",44,"Female","Chakma","Primary (Class 1-5)",8,5757,2,13,8,50,71,29,32,"Significantly increased","Occasional",3125,"Yes",3,12,14,3,4,"No","No",4,4,"No","Moderate"
"BER-0262",2024-09-17,"Bandarban","Rowangchhari","Community Forest Management Group",27,"Male","Marma","SSC/Equivalent",7,3500,3,7.1,9,376,56.6,45,54,"Significantly increased","Active",3537,"No",2,9,13,2,5,"Under development","No",3,4,"Yes","Moderate"
"BER-0263",2024-09-24,"Bandarban","Bandarban Sadar","Youth Eco-Entrepreneur",28,"Male","Chakma","No formal education",4,11767,2,11.6,12,368,78.8,43,49,"No change","Active",3675,"No",5,10,16,4,4,"Yes","No",3,5,"Yes","Mild"
"BER-0264",2024-09-29,"Rangamati","Belaichhari","Forest Department Staff",56,"Male","Marma","No formal education",5,18360,1,4.8,5,314,66.3,54,56,"Significantly decreased","Active",1200,"No",4,9,13,3,2,"Yes","Yes",3,2,"Yes","Severe"
"BER-0265",2024-11-08,"Rangamati","Naniarchar","Forest Department Staff",27,"Female","Marma","Primary (Class 1-5)",5,8784,2,3.8,8,281,64.1,42,51,"No change","Active",3769,"Yes",4,8,9,3,5,"Yes","Yes",2,2,"Yes","Moderate"
"BER-0266",2024-10-07,"Rangamati","Rajasthali","Local NGO Representative",32,"Female","Marma","SSC/Equivalent",5,10299,3,10.5,4,142,96.1,57,65,"Slightly decreased","Not participating",2795,"Yes",3,12,16,3,5,"Yes","Yes",4,4,"No","Severe"
"BER-0267",2024-09-13,"Rangamati","Kaptai","Biodiversity Conservation Group (BCG)",40,"Female","Khumi","Primary (Class 1-5)",6,4791,2,9.9,1,374,90.2,69,73,"Moderately increased","Active",3983,"No",4,15,20,1,3,"Under development","No",2,4,"Yes","Moderate"
"BER-0268",2024-11-06,"Bandarban","Rowangchhari","Community Forest Management Group",43,"Male","Tripura","No formal education",6,12763,3,8.8,7,374,56.3,26,36,"Moderately increased","Occasional",3004,"No",2,6,11,4,3,"Yes","No",4,4,"Yes","No impact observed"
"BER-0269",2024-09-20,"Rangamati","Baghaichhari","Youth Eco-Entrepreneur",51,"Male","Chak","Secondary (Class 6-10)",5,16597,2,8.1,4,124,59.2,60,69,"No change","Active",1710,"No",3,14,18,2,4,"Under development","No",3,4,"Yes","Mild"
"BER-0270",2024-10-27,"Bandarban","Rowangchhari","Community Forest Management Group",44,"Male","Chakma","Graduate and above",5,18027,4,11.5,1,322,90.4,33,50,"Moderately increased","Not participating",5656,"No",5,10,15,4,5,"Under development","No",2,5,"No","Moderate"
"BER-0271",2024-10-19,"Khagrachari","Khagrachari Sadar","Local NGO Representative",32,"Male","Marma","HSC/Equivalent",2,13609,4,9.2,12,439,64.9,27,36,"Moderately increased","Occasional",5272,"Yes",0,8,13,1,4,"Yes","No",2,3,"Yes","Mild"
"BER-0272",2024-11-14,"Bandarban","Ruma","Youth Eco-Entrepreneur",40,"Female","Chakma","Secondary (Class 6-10)",3,12340,3,10.7,6,291,68.2,25,31,"Moderately increased","Active",3192,"No",1,8,11,5,4,"Yes","No",1,3,"No","Moderate"
"BER-0273",2024-11-21,"Rangamati","Belaichhari","Biodiversity Conservation Group (BCG)",33,"Male","Murung","Primary (Class 1-5)",5,9951,1,12.1,5,351,61.6,35,39,"Significantly increased","Not participating",2333,"No",3,7,10,4,4,"Yes","Yes",3,4,"Yes","Mild"
"BER-0274",2024-09-05,"Rangamati","Kaptai","Community Forest Management Group",27,"Female","Tanchangya","SSC/Equivalent",4,12236,3,11,10,193,73.7,52,65,"Moderately increased","Occasional",2784,"No",1,7,12,2,4,"No","No",5,5,"Yes","Severe"
"BER-0275",2024-10-24,"Bandarban","Ruma","Biodiversity Conservation Group (BCG)",32,"Female","Marma","Graduate and above",6,9803,3,7.9,7,254,63.3,66,71,"Significantly decreased","Occasional",2948,"No",1,5,7,5,4,"Under development","Yes",5,4,"Yes","Mild"
"BER-0276",2024-09-21,"Khagrachari","Dighinala","Forest Department Staff",39,"Female","Murung","Primary (Class 1-5)",5,15676,2,12.1,5,110,85.9,34,38,"Moderately increased","Active",2995,"Yes",1,8,11,4,5,"Yes","Yes",3,5,"Yes","Moderate"
"BER-0277",2024-09-22,"Rangamati","Belaichhari","Youth Eco-Entrepreneur",30,"Male","Tanchangya","Secondary (Class 6-10)",7,11740,2,0.5,9,438,71.3,52,56,"Moderately increased","Active",3051,"No",3,9,13,3,3,"No","No",5,3,"Yes","Mild"
"BER-0278",2024-09-08,"Khagrachari","Dighinala","Community Forest Management Group",30,"Female","Tripura","SSC/Equivalent",5,14335,3,9.6,7,68,65.7,25,30,"Significantly increased","Active",3380,"Yes",1,3,8,4,4,"Under development","Yes",5,4,"Yes","Moderate"
"BER-0279",2024-09-14,"Khagrachari","Panchhari","Community Leader/Headman",35,"Female","Bengali","Secondary (Class 6-10)",5,14085,2,8.6,5,391,67.6,51,58,"Significantly decreased","Active",5009,"No",3,8,15,4,3,"No","No",1,4,"Yes","Moderate"
"BER-0280",2024-09-08,"Bandarban","Bandarban Sadar","Local NGO Representative",44,"Male","Tripura","Secondary (Class 6-10)",5,18305,4,3.7,7,614,61,64,66,"Significantly decreased","Not participating",3647,"No",3,10,15,3,4,"Yes","No",2,3,"Yes","Severe"
"BER-0281",2024-10-22,"Rangamati","Kaptai","Local NGO Representative",40,"Female","Chakma","HSC/Equivalent",5,14896,3,0.9,5,467,82.9,55,69,"Moderately increased","Occasional",2118,"No",1,11,15,3,4,"Yes","Yes",4,4,"Yes","Moderate"
"BER-0282",2024-10-17,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",48,"Female","Chakma","Primary (Class 1-5)",6,14206,4,7.2,11,78,77.1,49,66,"Moderately increased","Occasional",4424,"Yes",3,12,15,1,4,"Yes","Yes",5,3,"Yes","Moderate"
"BER-0283",2024-10-22,"Rangamati","Belaichhari","Community Forest Management Group",44,"Male","Chakma","Primary (Class 1-5)",5,18959,1,3.5,7,206,56.4,56,59,"Moderately increased","Active",3619,"No",4,8,15,5,3,"Yes","No",5,4,"Yes","Moderate"
"BER-0284",2024-11-24,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",39,"Male","Chakma","Secondary (Class 6-10)",5,12097,2,12.3,4,319,51.9,46,53,"No change","Occasional",2364,"Yes",0,11,15,3,3,"Yes","No",5,4,"Yes","Mild"
"BER-0285",2024-10-11,"Khagrachari","Khagrachari Sadar","Community Forest Management Group",59,"Male","Tripura","SSC/Equivalent",4,17716,3,13.5,7,339,84,16,28,"Slightly decreased","Not participating",3676,"Yes",2,14,18,5,5,"Yes","No",3,4,"Yes","Moderate"
"BER-0286",2024-10-10,"Khagrachari","Dighinala","Youth Eco-Entrepreneur",41,"Male","Tanchangya","Secondary (Class 6-10)",5,8869,4,7.8,9,239,59.1,47,51,"Slightly decreased","Active",2140,"No",2,8,13,4,5,"Yes","No",5,5,"Yes","Mild"
"BER-0287",2024-11-15,"Khagrachari","Guimara","Community Forest Management Group",26,"Female","Chakma","SSC/Equivalent",3,13658,1,9.8,7,169,66.3,28,33,"Significantly decreased","Active",1500,"No",3,12,14,4,4,"Yes","Yes",4,3,"No","Mild"
"BER-0288",2024-11-03,"Bandarban","Naikhongchhari","Youth Eco-Entrepreneur",52,"Female","Marma","HSC/Equivalent",5,14156,3,5.6,9,443,67.8,69,77,"No change","Occasional",3167,"No",3,11,14,1,4,"Yes","No",4,4,"Yes","Moderate"
"BER-0289",2024-10-24,"Rangamati","Barkal","Local NGO Representative",40,"Female","Lushai","Primary (Class 1-5)",4,11539,2,10.7,10,221,78.5,57,64,"Moderately increased","Active",4092,"No",4,7,12,4,5,"Yes","No",4,4,"Yes","Moderate"
"BER-0290",2024-11-25,"Rangamati","Rajasthali","Community Forest Management Group",27,"Female","Tanchangya","SSC/Equivalent",4,7598,4,11.1,7,270,70.3,23,32,"Moderately increased","Active",3654,"No",1,5,7,4,1,"Yes","Yes",4,5,"Yes","Mild"
"BER-0291",2024-09-26,"Rangamati","Rajasthali","Biodiversity Conservation Group (BCG)",32,"Male","Bawm","Primary (Class 1-5)",4,17632,1,9.3,6,289,53,48,50,"Slightly decreased","Occasional",4041,"No",6,10,14,4,3,"Yes","No",4,2,"Yes","Mild"
"BER-0292",2024-10-29,"Khagrachari","Ramgarh","Community Forest Management Group",33,"Male","Chakma","Primary (Class 1-5)",4,11039,2,8.8,7,401,75.6,46,54,"Moderately increased","Active",2183,"No",5,9,12,1,5,"Yes","No",2,4,"Yes","No impact observed"
"BER-0293",2024-11-09,"Rangamati","Naniarchar","Community Leader/Headman",40,"Female","Tanchangya","Graduate and above",4,3500,2,8.3,5,320,61.1,38,42,"Moderately increased","Active",3031,"No",2,15,20,2,4,"Yes","No",5,5,"Yes","Moderate"
"BER-0294",2024-11-10,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",48,"Male","Chakma","No formal education",6,17232,2,9.1,3,216,67.9,49,61,"Significantly increased","Not participating",2717,"No",3,5,9,3,4,"Under development","No",2,5,"No","Severe"
"BER-0295",2024-09-18,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",66,"Female","Marma","HSC/Equivalent",5,17335,3,10.8,6,326,75.1,40,55,"Slightly decreased","Active",2178,"Yes",2,6,9,5,3,"Yes","No",3,4,"Yes","No impact observed"
"BER-0296",2024-11-21,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",53,"Male","Bawm","No formal education",5,17858,4,7.7,10,143,80.9,57,70,"Moderately increased","Active",2601,"Yes",3,8,13,3,5,"Yes","Yes",5,4,"Yes","Mild"
"BER-0297",2024-09-23,"Bandarban","Rowangchhari","Community Leader/Headman",39,"Male","Tanchangya","No formal education",3,18960,4,18,7,121,66.9,57,75,"Slightly decreased","Not participating",1331,"No",5,12,16,4,5,"Yes","No",3,4,"No","Moderate"
"BER-0298",2024-09-14,"Bandarban","Rowangchhari","Community Forest Management Group",47,"Male","Bawm","HSC/Equivalent",6,17903,2,7.5,9,537,78.2,44,52,"No change","Active",1792,"Yes",6,16,17,4,4,"Yes","No",4,1,"No","No impact observed"
"BER-0299",2024-09-09,"Bandarban","Rowangchhari","Youth Eco-Entrepreneur",18,"Male","Marma","Primary (Class 1-5)",5,10813,1,9.6,6,318,72.2,15,18,"Significantly increased","Occasional",3394,"No",1,11,15,4,4,"No","Yes",3,4,"No","Severe"
"BER-0300",2024-11-02,"Bandarban","Naikhongchhari","Biodiversity Conservation Group (BCG)",23,"Female","Marma","Primary (Class 1-5)",6,9083,1,19,8,438,89.8,37,42,"Significantly increased","Active",2354,"No",3,17,18,3,5,"Yes","No",3,1,"No","Mild"
"BER-0301",2024-09-23,"Rangamati","Belaichhari","Biodiversity Conservation Group (BCG)",18,"Female","Tripura","Graduate and above",7,10147,4,6.6,7,382,83.2,10,20,"No change","Active",3692,"No",3,7,11,4,5,"Yes","Yes",4,4,"Yes","No impact observed"
"BER-0302",2024-10-01,"Rangamati","Kaptai","Community Forest Management Group",49,"Female","Marma","SSC/Equivalent",7,8638,4,11.8,6,77,67.3,60,56,"Significantly increased","Not participating",2248,"Yes",1,11,14,4,5,"Yes","No",3,4,"Yes","No impact observed"
"BER-0303",2024-09-14,"Bandarban","Ruma","Community Leader/Headman",49,"Female","Marma","SSC/Equivalent",8,14263,1,6.7,8,307,86.9,42,45,"Slightly decreased","Occasional",3351,"No",2,11,14,1,4,"Yes","No",5,5,"Yes","Severe"
